MSA,Health Spending,stat,N,year
"Altoona, PA",858,0.5,84,2004
"Altoona, PA",3045,mean,84,2004
"Altoona, PA",9660,0.9,84,2004
"Altoona, PA",709,0.5,119,2005
"Altoona, PA",6379,0.9,119,2005
"Altoona, PA",169,0.25,119,2005
"Altoona, PA",3093,0.75,119,2005
"Altoona, PA",2444,mean,119,2005
"Altoona, PA",6008,0.9,114,2006
"Altoona, PA",593,0.5,114,2006
"Altoona, PA",2158,mean,114,2006
"Altoona, PA",3184,0.75,114,2006
"Altoona, PA",119,0.25,114,2006
"Altoona, PA",8176,0.9,131,2007
"Altoona, PA",3438,0.75,131,2007
"Altoona, PA",910,0.5,131,2007
"Altoona, PA",3790,mean,131,2007
"Altoona, PA",77,0.25,131,2007
"Altoona, PA",1151,0.5,223,2008
"Altoona, PA",9226,0.9,223,2008
"Altoona, PA",4552,0.75,223,2008
"Altoona, PA",5137,mean,223,2008
"Altoona, PA",297,0.25,223,2008
"Altoona, PA",7768,0.9,240,2009
"Altoona, PA",912,0.5,240,2009
"Altoona, PA",4185,mean,240,2009
"Altoona, PA",2676,0.75,240,2009
"Altoona, PA",194,0.25,240,2009
"Altoona, PA",9241,0.9,258,2010
"Altoona, PA",900,0.5,258,2010
"Altoona, PA",248,0.25,258,2010
"Altoona, PA",4166,mean,258,2010
"Altoona, PA",3514,0.75,258,2010
"Altoona, PA",3370,mean,179,2011
"Altoona, PA",1036,0.5,179,2011
"Altoona, PA",3649,0.75,179,2011
"Altoona, PA",9885,0.9,179,2011
"Altoona, PA",275,0.25,179,2011
"Altoona, PA",9390,0.9,210,2012
"Altoona, PA",1024,0.5,210,2012
"Altoona, PA",4191,mean,210,2012
"Altoona, PA",3673,0.75,210,2012
"Altoona, PA",241,0.25,210,2012
"Altoona, PA",5227,mean,222,2013
"Altoona, PA",1538,0.5,222,2013
"Altoona, PA",282,0.25,222,2013
"Altoona, PA",11512,0.9,222,2013
"Altoona, PA",4466,0.75,222,2013
"Altoona, PA",934,0.5,1906,2014
"Altoona, PA",4795,mean,1906,2014
"Altoona, PA",192,0.25,1906,2014
"Altoona, PA",3243,0.75,1906,2014
"Altoona, PA",10723,0.9,1906,2014
"Altoona, PA",1027,0.5,1886,2015
"Altoona, PA",240,0.25,1886,2015
"Altoona, PA",3541,0.75,1886,2015
"Altoona, PA",10575,0.9,1886,2015
"Altoona, PA",4717,mean,1886,2015
"Altoona, PA",1005,0.5,1554,2016
"Altoona, PA",255,0.25,1554,2016
"Altoona, PA",5074,mean,1554,2016
"Altoona, PA",3640,0.75,1554,2016
"Altoona, PA",9957,0.9,1554,2016
"Amarillo, TX",2197,0.75,282,2003
"Amarillo, TX",10111,0.9,282,2003
"Amarillo, TX",134,0.25,282,2003
"Amarillo, TX",641,0.5,282,2003
"Amarillo, TX",4214,mean,282,2003
"Amarillo, TX",9636,0.9,412,2004
"Amarillo, TX",3052,0.75,412,2004
"Amarillo, TX",3495,mean,412,2004
"Amarillo, TX",660,0.5,412,2004
"Amarillo, TX",108,0.25,412,2004
"Amarillo, TX",2403,0.75,424,2005
"Amarillo, TX",103,0.25,424,2005
"Amarillo, TX",8127,0.9,424,2005
"Amarillo, TX",4034,mean,424,2005
"Amarillo, TX",684,0.5,424,2005
"Amarillo, TX",2340,mean,1183,2006
"Amarillo, TX",387,0.5,1183,2006
"Amarillo, TX",0,0.25,1183,2006
"Amarillo, TX",5467,0.9,1183,2006
"Amarillo, TX",1643,0.75,1183,2006
"Amarillo, TX",20,0.25,1153,2007
"Amarillo, TX",2482,mean,1153,2007
"Amarillo, TX",2065,0.75,1153,2007
"Amarillo, TX",6684,0.9,1153,2007
"Amarillo, TX",418,0.5,1153,2007
"Amarillo, TX",2226,0.75,1635,2008
"Amarillo, TX",528,0.5,1635,2008
"Amarillo, TX",2955,mean,1635,2008
"Amarillo, TX",7361,0.9,1635,2008
"Amarillo, TX",55,0.25,1635,2008
"Amarillo, TX",539,0.5,1704,2009
"Amarillo, TX",7923,0.9,1704,2009
"Amarillo, TX",21,0.25,1704,2009
"Amarillo, TX",2446,0.75,1704,2009
"Amarillo, TX",3035,mean,1704,2009
"Amarillo, TX",505,0.5,1801,2010
"Amarillo, TX",2362,0.75,1801,2010
"Amarillo, TX",12,0.25,1801,2010
"Amarillo, TX",7755,0.9,1801,2010
"Amarillo, TX",3442,mean,1801,2010
"Amarillo, TX",530,0.5,1840,2011
"Amarillo, TX",4060,mean,1840,2011
"Amarillo, TX",2324,0.75,1840,2011
"Amarillo, TX",23,0.25,1840,2011
"Amarillo, TX",7953,0.9,1840,2011
"Amarillo, TX",41,0.25,1857,2012
"Amarillo, TX",9074,0.9,1857,2012
"Amarillo, TX",2391,0.75,1857,2012
"Amarillo, TX",4338,mean,1857,2012
"Amarillo, TX",527,0.5,1857,2012
"Amarillo, TX",4679,mean,1945,2013
"Amarillo, TX",54,0.25,1945,2013
"Amarillo, TX",542,0.5,1945,2013
"Amarillo, TX",9808,0.9,1945,2013
"Amarillo, TX",2607,0.75,1945,2013
"Amarillo, TX",199,0.25,9743,2014
"Amarillo, TX",5824,mean,9743,2014
"Amarillo, TX",3665,0.75,9743,2014
"Amarillo, TX",12918,0.9,9743,2014
"Amarillo, TX",963,0.5,9743,2014
"Amarillo, TX",13089,0.9,9657,2015
"Amarillo, TX",178,0.25,9657,2015
"Amarillo, TX",6073,mean,9657,2015
"Amarillo, TX",3763,0.75,9657,2015
"Amarillo, TX",894,0.5,9657,2015
"Amarillo, TX",196,0.25,10009,2016
"Amarillo, TX",4198,0.75,10009,2016
"Amarillo, TX",14129,0.9,10009,2016
"Amarillo, TX",1000,0.5,10009,2016
"Amarillo, TX",6135,mean,10009,2016
"Ames, IA",1575,0.75,65,2005
"Ames, IA",428,0.5,65,2005
"Ames, IA",1967,mean,65,2005
"Ames, IA",45,0.25,65,2005
"Ames, IA",5806,0.9,65,2005
"Ames, IA",5466,0.9,121,2006
"Ames, IA",1297,0.75,121,2006
"Ames, IA",550,0.5,121,2006
"Ames, IA",1935,mean,121,2006
"Ames, IA",214,0.25,121,2006
"Ames, IA",2166,0.75,129,2007
"Ames, IA",3901,mean,129,2007
"Ames, IA",619,0.5,129,2007
"Ames, IA",164,0.25,129,2007
"Ames, IA",7632,0.9,129,2007
"Ames, IA",5975,mean,144,2008
"Ames, IA",3081,0.75,144,2008
"Ames, IA",917,0.5,144,2008
"Ames, IA",254,0.25,144,2008
"Ames, IA",7798,0.9,144,2008
"Ames, IA",2417,mean,121,2009
"Ames, IA",1154,0.5,121,2009
"Ames, IA",7303,0.9,121,2009
"Ames, IA",2558,0.75,121,2009
"Ames, IA",352,0.25,121,2009
"Ames, IA",7241,0.9,109,2010
"Ames, IA",733,0.5,109,2010
"Ames, IA",1967,0.75,109,2010
"Ames, IA",222,0.25,109,2010
"Ames, IA",3646,mean,109,2010
"Ames, IA",6758,0.9,108,2011
"Ames, IA",201,0.25,108,2011
"Ames, IA",2683,mean,108,2011
"Ames, IA",961,0.5,108,2011
"Ames, IA",2952,0.75,108,2011
"Ames, IA",262,0.25,140,2012
"Ames, IA",1016,0.5,140,2012
"Ames, IA",7866,0.9,140,2012
"Ames, IA",2950,mean,140,2012
"Ames, IA",2426,0.75,140,2012
"Ames, IA",2142,0.75,143,2013
"Ames, IA",336,0.25,143,2013
"Ames, IA",2689,mean,143,2013
"Ames, IA",6406,0.9,143,2013
"Ames, IA",982,0.5,143,2013
"Ames, IA",269,0.25,1518,2014
"Ames, IA",2477,0.75,1518,2014
"Ames, IA",854,0.5,1518,2014
"Ames, IA",8105,0.9,1518,2014
"Ames, IA",3348,mean,1518,2014
"Ames, IA",2647,0.75,1547,2015
"Ames, IA",889,0.5,1547,2015
"Ames, IA",3549,mean,1547,2015
"Ames, IA",8591,0.9,1547,2015
"Ames, IA",254,0.25,1547,2015
"Ames, IA",265,0.25,1611,2016
"Ames, IA",3513,mean,1611,2016
"Ames, IA",2594,0.75,1611,2016
"Ames, IA",901,0.5,1611,2016
"Ames, IA",8749,0.9,1611,2016
"Anaheim-Santa Ana-Irvine, CA",971,0.5,90464,2014
"Anaheim-Santa Ana-Irvine, CA",3557,0.75,90464,2014
"Anaheim-Santa Ana-Irvine, CA",11249,0.9,90464,2014
"Anaheim-Santa Ana-Irvine, CA",219,0.25,90464,2014
"Anaheim-Santa Ana-Irvine, CA",5503,mean,90464,2014
"Anaheim-Santa Ana-Irvine, CA",5293,mean,92266,2015
"Anaheim-Santa Ana-Irvine, CA",204,0.25,92266,2015
"Anaheim-Santa Ana-Irvine, CA",938,0.5,92266,2015
"Anaheim-Santa Ana-Irvine, CA",10751,0.9,92266,2015
"Anaheim-Santa Ana-Irvine, CA",3487,0.75,92266,2015
"Anaheim-Santa Ana-Irvine, CA",882,0.5,100869,2016
"Anaheim-Santa Ana-Irvine, CA",200,0.25,100869,2016
"Anaheim-Santa Ana-Irvine, CA",5226,mean,100869,2016
"Anaheim-Santa Ana-Irvine, CA",3239,0.75,100869,2016
"Anaheim-Santa Ana-Irvine, CA",10372,0.9,100869,2016
"Anchorage, AK",2844,mean,549,2003
"Anchorage, AK",5968,0.9,549,2003
"Anchorage, AK",17,0.25,549,2003
"Anchorage, AK",421,0.5,549,2003
"Anchorage, AK",1967,0.75,549,2003
"Anchorage, AK",2287,0.75,532,2004
"Anchorage, AK",3216,mean,532,2004
"Anchorage, AK",95,0.25,532,2004
"Anchorage, AK",733,0.5,532,2004
"Anchorage, AK",7693,0.9,532,2004
"Anchorage, AK",4187,mean,1412,2005
"Anchorage, AK",2805,0.75,1412,2005
"Anchorage, AK",9590,0.9,1412,2005
"Anchorage, AK",115,0.25,1412,2005
"Anchorage, AK",735,0.5,1412,2005
"Anchorage, AK",135,0.25,1646,2006
"Anchorage, AK",720,0.5,1646,2006
"Anchorage, AK",7997,0.9,1646,2006
"Anchorage, AK",2832,0.75,1646,2006
"Anchorage, AK",3500,mean,1646,2006
"Anchorage, AK",4539,mean,1823,2007
"Anchorage, AK",144,0.25,1823,2007
"Anchorage, AK",779,0.5,1823,2007
"Anchorage, AK",3414,0.75,1823,2007
"Anchorage, AK",9435,0.9,1823,2007
"Anchorage, AK",13003,0.9,1887,2008
"Anchorage, AK",178,0.25,1887,2008
"Anchorage, AK",5584,mean,1887,2008
"Anchorage, AK",945,0.5,1887,2008
"Anchorage, AK",3767,0.75,1887,2008
"Anchorage, AK",4144,0.75,2172,2009
"Anchorage, AK",1204,0.5,2172,2009
"Anchorage, AK",246,0.25,2172,2009
"Anchorage, AK",12046,0.9,2172,2009
"Anchorage, AK",5918,mean,2172,2009
"Anchorage, AK",4016,0.75,1471,2010
"Anchorage, AK",10212,0.9,1471,2010
"Anchorage, AK",1174,0.5,1471,2010
"Anchorage, AK",200,0.25,1471,2010
"Anchorage, AK",4775,mean,1471,2010
"Anchorage, AK",1150,0.5,1442,2011
"Anchorage, AK",199,0.25,1442,2011
"Anchorage, AK",4078,0.75,1442,2011
"Anchorage, AK",11142,0.9,1442,2011
"Anchorage, AK",5557,mean,1442,2011
"Anchorage, AK",6818,mean,1405,2012
"Anchorage, AK",213,0.25,1405,2012
"Anchorage, AK",14255,0.9,1405,2012
"Anchorage, AK",1131,0.5,1405,2012
"Anchorage, AK",4342,0.75,1405,2012
"Anchorage, AK",14846,0.9,1353,2013
"Anchorage, AK",4897,0.75,1353,2013
"Anchorage, AK",6469,mean,1353,2013
"Anchorage, AK",1228,0.5,1353,2013
"Anchorage, AK",234,0.25,1353,2013
"Anchorage, AK",1224,0.5,11380,2014
"Anchorage, AK",219,0.25,11380,2014
"Anchorage, AK",4651,0.75,11380,2014
"Anchorage, AK",7284,mean,11380,2014
"Anchorage, AK",15112,0.9,11380,2014
"Anchorage, AK",16028,0.9,11638,2015
"Anchorage, AK",224,0.25,11638,2015
"Anchorage, AK",4573,0.75,11638,2015
"Anchorage, AK",8196,mean,11638,2015
"Anchorage, AK",1153,0.5,11638,2015
"Anchorage, AK",226,0.25,10667,2016
"Anchorage, AK",1174,0.5,10667,2016
"Anchorage, AK",7664,mean,10667,2016
"Anchorage, AK",4811,0.75,10667,2016
"Anchorage, AK",15627,0.9,10667,2016
"Anderson, IN",369,0.25,1084,2005
"Anderson, IN",2099,0.5,1084,2005
"Anderson, IN",5532,mean,1084,2005
"Anderson, IN",12899,0.9,1084,2005
"Anderson, IN",6241,0.75,1084,2005
"Anderson, IN",13628,0.9,1102,2006
"Anderson, IN",6618,mean,1102,2006
"Anderson, IN",402,0.25,1102,2006
"Anderson, IN",2307,0.5,1102,2006
"Anderson, IN",6409,0.75,1102,2006
"Anderson, IN",358,0.25,1071,2007
"Anderson, IN",6981,mean,1071,2007
"Anderson, IN",15289,0.9,1071,2007
"Anderson, IN",6877,0.75,1071,2007
"Anderson, IN",2335,0.5,1071,2007
"Anderson, IN",6114,mean,1358,2008
"Anderson, IN",1805,0.5,1358,2008
"Anderson, IN",6172,0.75,1358,2008
"Anderson, IN",338,0.25,1358,2008
"Anderson, IN",15197,0.9,1358,2008
"Anderson, IN",14994,0.9,1150,2009
"Anderson, IN",300,0.25,1150,2009
"Anderson, IN",6356,0.75,1150,2009
"Anderson, IN",1981,0.5,1150,2009
"Anderson, IN",7472,mean,1150,2009
"Anderson, IN",1630,0.5,1059,2010
"Anderson, IN",5747,mean,1059,2010
"Anderson, IN",5327,0.75,1059,2010
"Anderson, IN",356,0.25,1059,2010
"Anderson, IN",13099,0.9,1059,2010
"Anderson, IN",7627,mean,985,2011
"Anderson, IN",6066,0.75,985,2011
"Anderson, IN",1639,0.5,985,2011
"Anderson, IN",18408,0.9,985,2011
"Anderson, IN",337,0.25,985,2011
"Anderson, IN",15717,0.9,906,2012
"Anderson, IN",6050,0.75,906,2012
"Anderson, IN",1534,0.5,906,2012
"Anderson, IN",288,0.25,906,2012
"Anderson, IN",7513,mean,906,2012
"Anderson, IN",5919,0.75,845,2013
"Anderson, IN",10701,mean,845,2013
"Anderson, IN",15640,0.9,845,2013
"Anderson, IN",1707,0.5,845,2013
"Anderson, IN",344,0.25,845,2013
"Anderson, SC",8664,0.9,295,2005
"Anderson, SC",3831,mean,295,2005
"Anderson, SC",3833,0.75,295,2005
"Anderson, SC",739,0.5,295,2005
"Anderson, SC",149,0.25,295,2005
"Anderson, SC",4446,mean,388,2006
"Anderson, SC",3311,0.75,388,2006
"Anderson, SC",10729,0.9,388,2006
"Anderson, SC",137,0.25,388,2006
"Anderson, SC",822,0.5,388,2006
"Anderson, SC",3087,0.75,499,2007
"Anderson, SC",4953,mean,499,2007
"Anderson, SC",178,0.25,499,2007
"Anderson, SC",943,0.5,499,2007
"Anderson, SC",8903,0.9,499,2007
"Anderson, SC",3860,0.75,504,2008
"Anderson, SC",12247,0.9,504,2008
"Anderson, SC",4655,mean,504,2008
"Anderson, SC",868,0.5,504,2008
"Anderson, SC",180,0.25,504,2008
"Anderson, SC",285,0.25,584,2009
"Anderson, SC",4036,0.75,584,2009
"Anderson, SC",1224,0.5,584,2009
"Anderson, SC",11025,0.9,584,2009
"Anderson, SC",4600,mean,584,2009
"Anderson, SC",11024,0.9,556,2010
"Anderson, SC",4640,mean,556,2010
"Anderson, SC",227,0.25,556,2010
"Anderson, SC",3940,0.75,556,2010
"Anderson, SC",1171,0.5,556,2010
"Anderson, SC",290,0.25,542,2011
"Anderson, SC",13436,0.9,542,2011
"Anderson, SC",5308,0.75,542,2011
"Anderson, SC",6558,mean,542,2011
"Anderson, SC",1171,0.5,542,2011
"Anderson, SC",5639,mean,582,2012
"Anderson, SC",4171,0.75,582,2012
"Anderson, SC",1431,0.5,582,2012
"Anderson, SC",12818,0.9,582,2012
"Anderson, SC",330,0.25,582,2012
"Anderson, SC",1218,0.5,607,2013
"Anderson, SC",4303,0.75,607,2013
"Anderson, SC",9577,mean,607,2013
"Anderson, SC",323,0.25,607,2013
"Anderson, SC",14654,0.9,607,2013
"Ann Arbor, MI",877,0.5,4160,2003
"Ann Arbor, MI",208,0.25,4160,2003
"Ann Arbor, MI",6382,0.9,4160,2003
"Ann Arbor, MI",2561,mean,4160,2003
"Ann Arbor, MI",2578,0.75,4160,2003
"Ann Arbor, MI",6841,0.9,4446,2004
"Ann Arbor, MI",2793,0.75,4446,2004
"Ann Arbor, MI",190,0.25,4446,2004
"Ann Arbor, MI",919,0.5,4446,2004
"Ann Arbor, MI",2758,mean,4446,2004
"Ann Arbor, MI",6759,0.9,1851,2005
"Ann Arbor, MI",189,0.25,1851,2005
"Ann Arbor, MI",2900,mean,1851,2005
"Ann Arbor, MI",822,0.5,1851,2005
"Ann Arbor, MI",2738,0.75,1851,2005
"Ann Arbor, MI",3466,mean,1941,2006
"Ann Arbor, MI",171,0.25,1941,2006
"Ann Arbor, MI",7678,0.9,1941,2006
"Ann Arbor, MI",847,0.5,1941,2006
"Ann Arbor, MI",3054,0.75,1941,2006
"Ann Arbor, MI",916,0.5,1975,2007
"Ann Arbor, MI",2969,0.75,1975,2007
"Ann Arbor, MI",7580,0.9,1975,2007
"Ann Arbor, MI",208,0.25,1975,2007
"Ann Arbor, MI",3501,mean,1975,2007
"Ann Arbor, MI",8752,0.9,2417,2008
"Ann Arbor, MI",217,0.25,2417,2008
"Ann Arbor, MI",3528,mean,2417,2008
"Ann Arbor, MI",954,0.5,2417,2008
"Ann Arbor, MI",3475,0.75,2417,2008
"Ann Arbor, MI",3559,mean,2478,2009
"Ann Arbor, MI",8568,0.9,2478,2009
"Ann Arbor, MI",908,0.5,2478,2009
"Ann Arbor, MI",236,0.25,2478,2009
"Ann Arbor, MI",3239,0.75,2478,2009
"Ann Arbor, MI",1041,0.5,2394,2010
"Ann Arbor, MI",8590,0.9,2394,2010
"Ann Arbor, MI",256,0.25,2394,2010
"Ann Arbor, MI",3299,0.75,2394,2010
"Ann Arbor, MI",3712,mean,2394,2010
"Ann Arbor, MI",3450,0.75,2567,2011
"Ann Arbor, MI",272,0.25,2567,2011
"Ann Arbor, MI",3936,mean,2567,2011
"Ann Arbor, MI",995,0.5,2567,2011
"Ann Arbor, MI",8621,0.9,2567,2011
"Ann Arbor, MI",9180,0.9,2630,2012
"Ann Arbor, MI",3465,0.75,2630,2012
"Ann Arbor, MI",4622,mean,2630,2012
"Ann Arbor, MI",1130,0.5,2630,2012
"Ann Arbor, MI",296,0.25,2630,2012
"Ann Arbor, MI",4922,mean,2846,2013
"Ann Arbor, MI",271,0.25,2846,2013
"Ann Arbor, MI",3361,0.75,2846,2013
"Ann Arbor, MI",9380,0.9,2846,2013
"Ann Arbor, MI",966,0.5,2846,2013
"Ann Arbor, MI",1040,0.5,27443,2014
"Ann Arbor, MI",3402,0.75,27443,2014
"Ann Arbor, MI",287,0.25,27443,2014
"Ann Arbor, MI",4732,mean,27443,2014
"Ann Arbor, MI",9435,0.9,27443,2014
"Ann Arbor, MI",9457,0.9,23548,2015
"Ann Arbor, MI",275,0.25,23548,2015
"Ann Arbor, MI",1040,0.5,23548,2015
"Ann Arbor, MI",4865,mean,23548,2015
"Ann Arbor, MI",3465,0.75,23548,2015
"Ann Arbor, MI",270,0.25,24906,2016
"Ann Arbor, MI",4860,mean,24906,2016
"Ann Arbor, MI",9846,0.9,24906,2016
"Ann Arbor, MI",984,0.5,24906,2016
"Ann Arbor, MI",3394,0.75,24906,2016
"Anniston, AL",115,0.25,129,2003
"Anniston, AL",2898,0.75,129,2003
"Anniston, AL",8617,0.9,129,2003
"Anniston, AL",690,0.5,129,2003
"Anniston, AL",2850,mean,129,2003
"Anniston, AL",3620,0.75,502,2004
"Anniston, AL",3419,mean,502,2004
"Anniston, AL",1061,0.5,502,2004
"Anniston, AL",8034,0.9,502,2004
"Anniston, AL",222,0.25,502,2004
"Anniston-Oxford, AL",3484,mean,580,2005
"Anniston-Oxford, AL",278,0.25,580,2005
"Anniston-Oxford, AL",8024,0.9,580,2005
"Anniston-Oxford, AL",3910,0.75,580,2005
"Anniston-Oxford, AL",1185,0.5,580,2005
"Anniston-Oxford, AL",3509,0.75,755,2006
"Anniston-Oxford, AL",3305,mean,755,2006
"Anniston-Oxford, AL",191,0.25,755,2006
"Anniston-Oxford, AL",7973,0.9,755,2006
"Anniston-Oxford, AL",1059,0.5,755,2006
"Anniston-Oxford, AL",3946,mean,712,2007
"Anniston-Oxford, AL",8564,0.9,712,2007
"Anniston-Oxford, AL",269,0.25,712,2007
"Anniston-Oxford, AL",3786,0.75,712,2007
"Anniston-Oxford, AL",1104,0.5,712,2007
"Anniston-Oxford, AL",284,0.25,707,2008
"Anniston-Oxford, AL",3578,mean,707,2008
"Anniston-Oxford, AL",1148,0.5,707,2008
"Anniston-Oxford, AL",3988,0.75,707,2008
"Anniston-Oxford, AL",9648,0.9,707,2008
"Anniston-Oxford, AL",1308,0.5,686,2009
"Anniston-Oxford, AL",4039,0.75,686,2009
"Anniston-Oxford, AL",8705,0.9,686,2009
"Anniston-Oxford, AL",327,0.25,686,2009
"Anniston-Oxford, AL",3357,mean,686,2009
"Anniston-Oxford, AL",4349,0.75,668,2010
"Anniston-Oxford, AL",9900,0.9,668,2010
"Anniston-Oxford, AL",339,0.25,668,2010
"Anniston-Oxford, AL",1231,0.5,668,2010
"Anniston-Oxford, AL",3941,mean,668,2010
"Anniston-Oxford, AL",8705,0.9,668,2011
"Anniston-Oxford, AL",3878,mean,668,2011
"Anniston-Oxford, AL",1167,0.5,668,2011
"Anniston-Oxford, AL",3491,0.75,668,2011
"Anniston-Oxford, AL",267,0.25,668,2011
"Anniston-Oxford, AL",10520,0.9,666,2012
"Anniston-Oxford, AL",4374,mean,666,2012
"Anniston-Oxford, AL",349,0.25,666,2012
"Anniston-Oxford, AL",1179,0.5,666,2012
"Anniston-Oxford, AL",4175,0.75,666,2012
"Anniston-Oxford, AL",4940,mean,541,2013
"Anniston-Oxford, AL",9863,0.9,541,2013
"Anniston-Oxford, AL",3526,0.75,541,2013
"Anniston-Oxford, AL",949,0.5,541,2013
"Anniston-Oxford, AL",239,0.25,541,2013
"Anniston-Oxford-Jacksonville, AL",3736,0.75,4712,2014
"Anniston-Oxford-Jacksonville, AL",9924,0.9,4712,2014
"Anniston-Oxford-Jacksonville, AL",262,0.25,4712,2014
"Anniston-Oxford-Jacksonville, AL",1073,0.5,4712,2014
"Anniston-Oxford-Jacksonville, AL",4812,mean,4712,2014
"Anniston-Oxford-Jacksonville, AL",10140,0.9,4786,2015
"Anniston-Oxford-Jacksonville, AL",3823,0.75,4786,2015
"Anniston-Oxford-Jacksonville, AL",4999,mean,4786,2015
"Anniston-Oxford-Jacksonville, AL",256,0.25,4786,2015
"Anniston-Oxford-Jacksonville, AL",1004,0.5,4786,2015
"Anniston-Oxford-Jacksonville, AL",3692,0.75,5061,2016
"Anniston-Oxford-Jacksonville, AL",992,0.5,5061,2016
"Anniston-Oxford-Jacksonville, AL",10320,0.9,5061,2016
"Anniston-Oxford-Jacksonville, AL",231,0.25,5061,2016
"Anniston-Oxford-Jacksonville, AL",4779,mean,5061,2016
"Appleton, WI",7042,0.9,455,2005
"Appleton, WI",2878,0.75,455,2005
"Appleton, WI",1021,0.5,455,2005
"Appleton, WI",3024,mean,455,2005
"Appleton, WI",271,0.25,455,2005
"Appleton, WI",7245,0.9,503,2006
"Appleton, WI",253,0.25,503,2006
"Appleton, WI",1031,0.5,503,2006
"Appleton, WI",3496,mean,503,2006
"Appleton, WI",2818,0.75,503,2006
"Appleton, WI",8066,0.9,544,2007
"Appleton, WI",335,0.25,544,2007
"Appleton, WI",3383,0.75,544,2007
"Appleton, WI",3627,mean,544,2007
"Appleton, WI",1248,0.5,544,2007
"Appleton, WI",3272,0.75,735,2008
"Appleton, WI",9031,0.9,735,2008
"Appleton, WI",3562,mean,735,2008
"Appleton, WI",266,0.25,735,2008
"Appleton, WI",963,0.5,735,2008
"Appleton, WI",1057,0.5,843,2009
"Appleton, WI",2970,0.75,843,2009
"Appleton, WI",296,0.25,843,2009
"Appleton, WI",4498,mean,843,2009
"Appleton, WI",8500,0.9,843,2009
"Appleton, WI",8794,0.9,1031,2010
"Appleton, WI",300,0.25,1031,2010
"Appleton, WI",1089,0.5,1031,2010
"Appleton, WI",3387,0.75,1031,2010
"Appleton, WI",4757,mean,1031,2010
"Appleton, WI",5622,mean,1133,2011
"Appleton, WI",288,0.25,1133,2011
"Appleton, WI",3097,0.75,1133,2011
"Appleton, WI",929,0.5,1133,2011
"Appleton, WI",9458,0.9,1133,2011
"Appleton, WI",9624,0.9,993,2012
"Appleton, WI",325,0.25,993,2012
"Appleton, WI",1036,0.5,993,2012
"Appleton, WI",5281,mean,993,2012
"Appleton, WI",3243,0.75,993,2012
"Appleton, WI",10578,0.9,890,2013
"Appleton, WI",1071,0.5,890,2013
"Appleton, WI",3470,0.75,890,2013
"Appleton, WI",5978,mean,890,2013
"Appleton, WI",324,0.25,890,2013
"Appleton, WI",9412,0.9,10932,2014
"Appleton, WI",300,0.25,10932,2014
"Appleton, WI",1072,0.5,10932,2014
"Appleton, WI",3269,0.75,10932,2014
"Appleton, WI",4710,mean,10932,2014
"Appleton, WI",3326,0.75,11066,2015
"Appleton, WI",4855,mean,11066,2015
"Appleton, WI",10177,0.9,11066,2015
"Appleton, WI",1069,0.5,11066,2015
"Appleton, WI",328,0.25,11066,2015
"Appleton, WI",3645,0.75,9546,2016
"Appleton, WI",1117,0.5,9546,2016
"Appleton, WI",5169,mean,9546,2016
"Appleton, WI",11471,0.9,9546,2016
"Appleton, WI",315,0.25,9546,2016
"Appleton-Oshkosh-Neenah, WI",72,0.25,258,2003
"Appleton-Oshkosh-Neenah, WI",807,0.5,258,2003
"Appleton-Oshkosh-Neenah, WI",3809,mean,258,2003
"Appleton-Oshkosh-Neenah, WI",3415,0.75,258,2003
"Appleton-Oshkosh-Neenah, WI",8208,0.9,258,2003
"Appleton-Oshkosh-Neenah, WI",194,0.25,608,2004
"Appleton-Oshkosh-Neenah, WI",3353,mean,608,2004
"Appleton-Oshkosh-Neenah, WI",2734,0.75,608,2004
"Appleton-Oshkosh-Neenah, WI",877,0.5,608,2004
"Appleton-Oshkosh-Neenah, WI",6604,0.9,608,2004
"Asheville, NC",3145,0.75,187,2003
"Asheville, NC",1178,0.5,187,2003
"Asheville, NC",319,0.25,187,2003
"Asheville, NC",7933,0.9,187,2003
"Asheville, NC",3141,mean,187,2003
"Asheville, NC",3767,0.75,357,2004
"Asheville, NC",1064,0.5,357,2004
"Asheville, NC",8592,0.9,357,2004
"Asheville, NC",3409,mean,357,2004
"Asheville, NC",219,0.25,357,2004
"Asheville, NC",10401,0.9,912,2005
"Asheville, NC",4157,mean,912,2005
"Asheville, NC",1266,0.5,912,2005
"Asheville, NC",3820,0.75,912,2005
"Asheville, NC",260,0.25,912,2005
"Asheville, NC",316,0.25,992,2006
"Asheville, NC",11122,0.9,992,2006
"Asheville, NC",4319,0.75,992,2006
"Asheville, NC",5332,mean,992,2006
"Asheville, NC",1523,0.5,992,2006
"Asheville, NC",298,0.25,965,2007
"Asheville, NC",4534,mean,965,2007
"Asheville, NC",10572,0.9,965,2007
"Asheville, NC",4068,0.75,965,2007
"Asheville, NC",1164,0.5,965,2007
"Asheville, NC",1172,0.5,1156,2008
"Asheville, NC",11391,0.9,1156,2008
"Asheville, NC",275,0.25,1156,2008
"Asheville, NC",5168,mean,1156,2008
"Asheville, NC",4103,0.75,1156,2008
"Asheville, NC",5598,mean,1246,2009
"Asheville, NC",1366,0.5,1246,2009
"Asheville, NC",349,0.25,1246,2009
